0.000000e+00	5.091706e+01	0.000000e+00
1.745329e-02	5.091706e+01	5.738369e-05
3.490659e-02	5.091706e+01	2.294605e-04
5.235988e-02	5.091706e+01	5.160079e-04
6.981317e-02	5.091706e+01	9.166561e-04
8.726646e-02	5.091706e+01	1.430889e-03
1.047198e-01	5.091706e+01	2.058047e-03
1.221730e-01	5.091706e+01	2.797329e-03
1.396263e-01	5.091706e+01	3.647796e-03
1.570796e-01	5.091706e+01	4.608372e-03
1.745329e-01	5.091706e+01	5.677853e-03
1.919862e-01	5.091706e+01	6.854909e-03
2.094395e-01	5.091706e+01	8.138088e-03
2.268928e-01	5.091706e+01	9.525823e-03
2.443461e-01	5.091706e+01	1.101644e-02
2.617994e-01	5.091706e+01	1.260815e-02
2.792527e-01	5.091706e+01	1.429910e-02
2.967060e-01	5.091706e+01	1.608731e-02
3.141593e-01	5.091706e+01	1.797074e-02
3.316126e-01	5.091706e+01	1.994728e-02
3.490659e-01	5.091706e+01	2.201474e-02
3.665191e-01	5.091706e+01	2.417088e-02
3.839724e-01	5.091706e+01	2.641343e-02
4.014257e-01	5.091706e+01	2.874006e-02
4.188790e-01	5.091706e+01	3.114841e-02
4.363323e-01	5.091706e+01	3.363611e-02
4.537856e-01	5.091706e+01	3.620079e-02
4.712389e-01	5.091706e+01	3.884004e-02
4.886922e-01	5.091706e+01	4.155150e-02
5.061455e-01	5.091706e+01	4.433280e-02
5.235988e-01	5.091706e+01	4.718162e-02
5.410521e-01	5.091706e+01	5.009564e-02
5.585054e-01	5.091706e+01	5.307263e-02
5.759587e-01	5.091706e+01	5.611037e-02
5.934119e-01	5.091706e+01	5.920674e-02
6.108652e-01	5.091706e+01	6.235967e-02
6.283185e-01	5.091706e+01	6.556718e-02
6.457718e-01	5.091706e+01	6.882736e-02
6.632251e-01	5.091706e+01	7.213843e-02
6.806784e-01	5.091706e+01	7.549867e-02
6.981317e-01	5.091706e+01	7.890651e-02
7.155850e-01	5.091706e+01	8.236048e-02
7.330383e-01	5.091706e+01	8.585923e-02
7.504916e-01	5.091706e+01	8.940154e-02
7.679449e-01	5.091706e+01	9.298634e-02
7.853982e-01	5.091706e+01	9.661268e-02
8.028515e-01	5.091706e+01	1.002798e-01
8.203047e-01	5.091706e+01	1.039869e-01
8.377580e-01	5.091706e+01	1.077337e-01
8.552113e-01	5.091706e+01	1.115197e-01
8.726646e-01	5.091706e+01	1.153448e-01
8.901179e-01	5.091706e+01	1.192089e-01
9.075712e-01	5.091706e+01	1.231121e-01
9.250245e-01	5.091706e+01	1.270549e-01
9.424778e-01	5.091706e+01	1.310375e-01
9.599311e-01	5.091706e+01	1.350606e-01
9.773844e-01	5.091706e+01	1.391249e-01
9.948377e-01	5.091706e+01	1.432315e-01
1.012291e+00	5.091706e+01	1.473812e-01
1.029744e+00	5.091706e+01	1.515755e-01
1.047198e+00	5.091706e+01	1.558156e-01
1.064651e+00	5.091706e+01	1.601030e-01
1.082104e+00	5.091706e+01	1.644394e-01
1.099557e+00	5.091706e+01	1.688265e-01
1.117011e+00	5.091706e+01	1.732663e-01
1.134464e+00	5.091706e+01	1.777608e-01
1.151917e+00	5.091706e+01	1.823121e-01
1.169371e+00	5.091706e+01	1.869223e-01
1.186824e+00	5.091706e+01	1.915940e-01
1.204277e+00	5.091706e+01	1.963294e-01
1.221730e+00	5.091706e+01	2.011311e-01
1.239184e+00	5.091706e+01	2.060016e-01
1.256637e+00	5.091706e+01	2.109435e-01
1.274090e+00	5.091706e+01	2.159596e-01
1.291544e+00	5.091706e+01	2.210525e-01
1.308997e+00	5.091706e+01	2.262249e-01
1.326450e+00	5.091706e+01	2.314797e-01
1.343904e+00	5.091706e+01	2.368196e-01
1.361357e+00	5.091706e+01	2.422474e-01
1.378810e+00	5.091706e+01	2.477657e-01
1.396263e+00	5.091706e+01	2.533774e-01
1.413717e+00	5.091706e+01	2.590850e-01
1.431170e+00	5.091706e+01	2.648913e-01
1.448623e+00	5.091706e+01	2.707988e-01
1.466077e+00	5.091706e+01	2.768099e-01
1.483530e+00	5.091706e+01	2.829271e-01
1.500983e+00	5.091706e+01	2.891527e-01
1.518436e+00	5.091706e+01	2.954889e-01
1.535890e+00	5.091706e+01	3.019378e-01
1.553343e+00	5.091706e+01	3.085013e-01
1.570796e+00	5.091706e+01	3.151812e-01
1.588250e+00	5.091706e+01	3.219792e-01
1.605703e+00	5.091706e+01	3.288968e-01
1.623156e+00	5.091706e+01	3.359352e-01
1.640609e+00	5.091706e+01	3.430957e-01
1.658063e+00	5.091706e+01	3.503790e-01
1.675516e+00	5.091706e+01	3.577861e-01
1.692969e+00	5.091706e+01	3.653174e-01
1.710423e+00	5.091706e+01	3.729731e-01
1.727876e+00	5.091706e+01	3.807535e-01
1.745329e+00	5.091706e+01	3.886583e-01
1.762783e+00	5.091706e+01	3.966871e-01
1.780236e+00	5.091706e+01	4.048393e-01
1.797689e+00	5.091706e+01	4.131139e-01
1.815142e+00	5.091706e+01	4.215099e-01
1.832596e+00	5.091706e+01	4.300258e-01
1.850049e+00	5.091706e+01	4.386599e-01
1.867502e+00	5.091706e+01	4.474102e-01
1.884956e+00	5.091706e+01	4.562745e-01
1.902409e+00	5.091706e+01	4.652504e-01
1.919862e+00	5.091706e+01	4.743349e-01
1.937315e+00	5.091706e+01	4.835251e-01
1.954769e+00	5.091706e+01	4.928175e-01
1.972222e+00	5.091706e+01	5.022086e-01
1.989675e+00	5.091706e+01	5.116945e-01
2.007129e+00	5.091706e+01	5.212710e-01
2.024582e+00	5.091706e+01	5.309336e-01
2.042035e+00	5.091706e+01	5.406775e-01
2.059489e+00	5.091706e+01	5.504979e-01
2.076942e+00	5.091706e+01	5.603895e-01
2.094395e+00	5.091706e+01	5.703466e-01
2.111848e+00	5.091706e+01	5.803637e-01
2.129302e+00	5.091706e+01	5.904345e-01
2.146755e+00	5.091706e+01	6.005530e-01
2.164208e+00	5.091706e+01	6.107126e-01
2.181662e+00	5.091706e+01	6.209066e-01
2.199115e+00	5.091706e+01	6.311280e-01
2.216568e+00	5.091706e+01	6.413698e-01
2.234021e+00	5.091706e+01	6.516245e-01
2.251475e+00	5.091706e+01	6.618847e-01
2.268928e+00	5.091706e+01	6.721426e-01
2.286381e+00	5.091706e+01	6.823904e-01
2.303835e+00	5.091706e+01	6.926200e-01
2.321288e+00	5.091706e+01	7.028233e-01
2.338741e+00	5.091706e+01	7.129919e-01
2.356194e+00	5.091706e+01	7.231174e-01
2.373648e+00	5.091706e+01	7.331914e-01
2.391101e+00	5.091706e+01	7.432050e-01
2.408554e+00	5.091706e+01	7.531497e-01
2.426008e+00	5.091706e+01	7.630166e-01
2.443461e+00	5.091706e+01	7.727970e-01
2.460914e+00	5.091706e+01	7.824818e-01
2.478368e+00	5.091706e+01	7.920623e-01
2.495821e+00	5.091706e+01	8.015295e-01
2.513274e+00	5.091706e+01	8.108745e-01
2.530727e+00	5.091706e+01	8.200884e-01
2.548181e+00	5.091706e+01	8.291624e-01
2.565634e+00	5.091706e+01	8.380875e-01
2.583087e+00	5.091706e+01	8.468551e-01
2.600541e+00	5.091706e+01	8.554565e-01
2.617994e+00	5.091706e+01	8.638831e-01
2.635447e+00	5.091706e+01	8.721264e-01
2.652900e+00	5.091706e+01	8.801780e-01
2.670354e+00	5.091706e+01	8.880298e-01
2.687807e+00	5.091706e+01	8.956735e-01
2.705260e+00	5.091706e+01	9.031014e-01
2.722714e+00	5.091706e+01	9.103055e-01
2.740167e+00	5.091706e+01	9.172785e-01
2.757620e+00	5.091706e+01	9.240128e-01
2.775074e+00	5.091706e+01	9.305014e-01
2.792527e+00	5.091706e+01	9.367373e-01
2.809980e+00	5.091706e+01	9.427139e-01
2.827433e+00	5.091706e+01	9.484246e-01
2.844887e+00	5.091706e+01	9.538633e-01
2.862340e+00	5.091706e+01	9.590242e-01
2.879793e+00	5.091706e+01	9.639015e-01
2.897247e+00	5.091706e+01	9.684899e-01
2.914700e+00	5.091706e+01	9.727844e-01
2.932153e+00	5.091706e+01	9.767802e-01
2.949606e+00	5.091706e+01	9.804729e-01
2.967060e+00	5.091706e+01	9.838585e-01
2.984513e+00	5.091706e+01	9.869332e-01
3.001966e+00	5.091706e+01	9.896935e-01
3.019420e+00	5.091706e+01	9.921364e-01
3.036873e+00	5.091706e+01	9.942592e-01
3.054326e+00	5.091706e+01	9.960594e-01
3.071779e+00	5.091706e+01	9.975350e-01
3.089233e+00	5.091706e+01	9.986845e-01
3.106686e+00	5.091706e+01	9.995065e-01
3.124139e+00	5.091706e+01	1.000000e+00
